0.3m Ceravolo, AP1600, Apache Ridge Observatory
:NODA
:EQUAT
35 33 16

19 51 24.9 -10 00 19 19 52 24.9 -09 00 19 17 12.858 EAST
18 31 59.9 -09 57 24 18 33 59.9 -09 57 24 17 13.494 EAST
17 12 41.6 -09 54 12 17 13 41.6 -09 54 12 17 14.154 EAST
21 13 36.5 +09 57 54 21 14 36.5 +10 57 54 17 15.156 EAST
19 54 23.2 +10 00 04 19 55 23.2 +10 00 04 17 15.72 EAST
18 34 56.6 +10 02 49 18 35 56.6 +10 02 49 17 16.518 EAST
17 15 54.4 +10 05 55 17 16 54.4 +10 05 55 17 17.088 EAST
21 16 37.1 +29 57 26 21 17 37.1 +30 57 26 17 18.246 EAST
19 57 35.2 +29 59 26 19 58 35.2 +30 59 26 17 18.81 EAST
18 38 11.4 +30 02 04 18 38 11.4 +30 02 04 17 19.536 EAST
17 19 06.4 +30 05 08 17 19 06.4 +30 05 08 17 20.064 EAST
21 19 39.4 +49 54 48 21 20 39.4 +50 54 48 17 21.288 EAST
19 20 48.3 +49 57 52 19 21 48.3 +50 57 52 17 21.948 EAST
17 21 44.2 +50 02 18 17 22 44.2 +50 02 18 17 22.806 EAST
22 41 51.7 +69 53 30 22 42 51.7 +69 53 30 17 23.652 EAST
20 03 26.3 +69 56 07 20 03 26.3 +69 56 07 17 24.468 EAST
17 24 52.2 +70 01 48 17 24 52.2 +70 01 48 17 25.11 EAST
17 28 09.5 +69 55 03 5 28 09.5 110 55 03 17 26.682 WEST
14 48 30.0 +70 00 46 2 48 30.0 110 00 46 17 27.36 WEST
12 08 09.9 +70 04 17 0 09 09.9 110 04 17 17 27.978 WEST
17 28 55.8 +49 54 47 5 29 55.8 130 54 47 17 28.83 WEST
15 29 40.8 +49 59 13 3 30 40.8 130 59 13 17 29.742 WEST
13 30 18.8 +50 02 44 1 31 18.8 130 02 44 17 30.372 WEST
17 30 51.0 +29 54 54 5 31 51.0 150 54 54 17 31.356 WEST
16 11 48.1 +29 57 55 4 12 48.1 150 57 55 17 32.508 WEST
14 52 54.1 +30 00 37 2 53 54.1 150 00 37 17 33.36 WEST
13 33 36.0 +30 05 20 1 34 36.0 150 05 20 17 33.972 WEST
17 34 07.6 +09 57 27 5 35 07.6 170 57 27 17 34.8 WEST
16 14 56.1 +10 00 29 4 15 56.1 170 00 29 17 35.592 WEST
14 55 43.7 +10 03 09 2 56 43.7 170 03 09 17 36.3 WEST
13 36 19.4 +10 05 18 1 37 19.4 170 05 18 17 36.906 WEST
17 36 48.0 -10 02 34 5 37 48.0 190 02 34 17 37.638 WEST
16 17 31.8 -09 59 33 4 18 31.8 190 59 33 17 38.298 WEST
14 58 13.1 -09 56 56 2 59 13.1 190 56 56 17 38.952 WEST
END
